"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN4901500000000","49","15","Emery County, UT","2019","4312","4139","173","4"
"CN4901700000000","49","17","Garfield County, UT","2019","2784","2611","173","6.2"
"CN4901900000000","49","19","Grand County, UT","2019","6195","5953","242","3.9"
"CN4902100000000","49","21","Iron County, UT","2019","24030","23326","704","2.9"
"CN4902300000000","49","23","Juab County, UT","2019","5720","5576","144","2.5"
"CN4902500000000","49","25","Kane County, UT","2019","3818","3707","111","2.9"
"CN4902700000000","49","27","Millard County, UT","2019","5997","5832","165","2.8"
"CN4902900000000","49","29","Morgan County, UT","2019","5563","5428","135","2.4"
"CN4903100000000","49","31","Piute County, UT","2019","482","459","23","4.8"
"CN4903300000000","49","33","Rich County, UT","2019","1172","1136","36","3.1"
"CN4903500000000","49","35","Salt Lake County, UT","2019","634741","618767","15974","2.5"
"CN4903700000000","49","37","San Juan County, UT","2019","5725","5435","290","5.1"
"CN4903900000000","49","39","Sanpete County, UT","2019","12479","12081","398","3.2"
"CN4904100000000","49","41","Sevier County, UT","2019","9741","9438","303","3.1"
"CN4904300000000","49","43","Summit County, UT","2019","25039","24427","612","2.4"
"CN4904500000000","49","45","Tooele County, UT","2019","34002","33024","978","2.9"
"CN4904700000000","49","47","Uintah County, UT","2019","13671","13096","575","4.2"
"CN4904900000000","49","49","Utah County, UT","2019","307609","300283","7326","2.4"
"CN4905100000000","49","51","Wasatch County, UT","2019","16141","15705","436","2.7"
"CN4905300000000","49","53","Washington County, UT","2019","76056","73806","2250","3"
"CN4905500000000","49","55","Wayne County, UT","2019","1417","1339","78","5.5"
"CN4905700000000","49","57","Weber County, UT","2019","127579","123806","3773","3"
"CN5000100000000","50","1","Addison County, VT","2019","20566","20091","475","2.3"
"CN5000300000000","50","3","Bennington County, VT","2019","18070","17539","531","2.9"
"CN5000500000000","50","5","Caledonia County, VT","2019","14460","14030","430","3"
"CN5000700000000","50","7","Chittenden County, VT","2019","96435","94707","1728","1.8"
"CN5000900000000","50","9","Essex County, VT","2019","2682","2595","87","3.2"
"CN5001100000000","50","11","Franklin County, VT","2019","27313","26674","639","2.3"
"CN5001300000000","50","13","Grand Isle County, VT","2019","4041","3925","116","2.9"
"CN5001500000000","50","15","Lamoille County, VT","2019","13888","13454","434","3.1"
"CN5001700000000","50","17","Orange County, VT","2019","15905","15527","378","2.4"
"CN5001900000000","50","19","Orleans County, VT","2019","13275","12713","562","4.2"
"CN5002100000000","50","21","Rutland County, VT","2019","30446","29608","838","2.8"
"CN5002300000000","50","23","Washington County, VT","2019","34360","33586","774","2.3"
"CN5002500000000","50","25","Windham County, VT","2019","21977","21416","561","2.6"
"CN5002700000000","50","27","Windsor County, VT","2019","28809","28205","604","2.1"
"CN5100100000000","51","1","Accomack County, VA","2019","16708","16117","591","3.5"
"CN5100300000000","51","3","Albemarle County, VA","2019","57688","56256","1432","2.5"
"CN5100500000000","51","5","Alleghany County, VA","2019","6915","6677","238","3.4"
"CN5100700000000","51","7","Amelia County, VA","2019","6323","6123","200","3.2"
"CN5100900000000","51","9","Amherst County, VA","2019","15136","14651","485","3.2"
"CN5101100000000","51","11","Appomattox County, VA","2019","7209","6959","250","3.5"
"CN5101300000000","51","13","Arlington County, VA","2019","155769","152803","2966","1.9"
"CN5101500000000","51","15","Augusta County, VA","2019","37722","36806","916","2.4"
"CN5101700000000","51","17","Bath County, VA","2019","2509","2447","62","2.5"
"CN5101900000000","51","19","Bedford County, VA","2019","38712","37606","1106","2.9"
"CN5102100000000","51","21","Bland County, VA","2019","2856","2777","79","2.8"
"CN5102300000000","51","23","Botetourt County, VA","2019","17494","17049","445","2.5"
"CN5102500000000","51","25","Brunswick County, VA","2019","6066","5781","285","4.7"
"CN5102700000000","51","27","Buchanan County, VA","2019","6739","6359","380","5.6"
"CN5102900000000","51","29","Buckingham County, VA","2019","6475","6206","269","4.2"
"CN5103100000000","51","31","Campbell County, VA","2019","26165","25349","816","3.1"
"CN5103300000000","51","33","Caroline County, VA","2019","15369","14879","490","3.2"
"CN5103500000000","51","35","Carroll County, VA","2019","13292","12818","474","3.6"
"CN5103600000000","51","36","Charles City County, VA","2019","3692","3566","126","3.4"
"CN5103700000000","51","37","Charlotte County, VA","2019","5297","5109","188","3.5"
"CN5104100000000","51","41","Chesterfield County, VA","2019","189000","183821","5179","2.7"
"CN5104300000000","51","43","Clarke County, VA","2019","7665","7476","189","2.5"
"CN5104500000000","51","45","Craig County, VA","2019","2312","2238","74","3.2"
"CN5104700000000","51","47","Culpeper County, VA","2019","24818","24175","643","2.6"
"CN5104900000000","51","49","Cumberland County, VA","2019","4664","4523","141","3"
"CN5105100000000","51","51","Dickenson County, VA","2019","4731","4497","234","4.9"
"CN5105300000000","51","53","Dinwiddie County, VA","2019","13769","13319","450","3.3"
"CN5105700000000","51","57","Essex County, VA","2019","5526","5330","196","3.5"
"CN5105900000000","51","59","Fairfax County, VA","2019","641034","626394","14640","2.3"
"CN5106100000000","51","61","Fauquier County, VA","2019","37567","36655","912","2.4"
"CN5106300000000","51","63","Floyd County, VA","2019","8227","8014","213","2.6"
"CN5106500000000","51","65","Fluvanna County, VA","2019","14021","13698","323","2.3"
"CN5106700000000","51","67","Franklin County, VA","2019","26522","25742","780","2.9"
"CN5106900000000","51","69","Frederick County, VA","2019","48459","47290","1169","2.4"
"CN5107100000000","51","71","Giles County, VA","2019","7927","7669","258","3.3"
"CN5107300000000","51","73","Gloucester County, VA","2019","19705","19198","507","2.6"
"CN5107500000000","51","75","Goochland County, VA","2019","11302","10991","311","2.8"
"CN5107700000000","51","77","Grayson County, VA","2019","8053","7819","234","2.9"
"CN5107900000000","51","79","Greene County, VA","2019","10578","10331","247","2.3"
"CN5108100000000","51","81","Greensville County, VA","2019","4307","4160","147","3.4"
"CN5108300000000","51","83","Halifax County, VA","2019","15682","15066","616","3.9"
"CN5108500000000","51","85","Hanover County, VA","2019","59705","58264","1441","2.4"
"CN5108700000000","51","87","Henrico County, VA","2019","183486","178372","5114","2.8"
"CN5108900000000","51","89","Henry County, VA","2019","23868","23069","799","3.3"
"CN5109100000000","51","91","Highland County, VA","2019","1248","1214","34","2.7"
"CN5109300000000","51","93","Isle of Wight County, VA","2019","19570","19017","553","2.8"
"CN5109500000000","51","95","James City County, VA","2019","36841","35860","981","2.7"
"CN5109700000000","51","97","King and Queen County, VA","2019","3871","3763","108","2.8"
"CN5109900000000","51","99","King George County, VA","2019","13515","13157","358","2.6"
"CN5110100000000","51","101","King William County, VA","2019","9228","8976","252","2.7"
"CN5110300000000","51","103","Lancaster County, VA","2019","5464","5230","234","4.3"
"CN5110500000000","51","105","Lee County, VA","2019","8306","7967","339","4.1"
"CN5110700000000","51","107","Loudoun County, VA","2019","224573","219414","5159","2.3"
"CN5110900000000","51","109","Louisa County, VA","2019","20049","19517","532","2.7"
"CN5111100000000","51","111","Lunenburg County, VA","2019","5338","5169","169","3.2"
"CN5111300000000","51","113","Madison County, VA","2019","7461","7295","166","2.2"
"CN5111500000000","51","115","Mathews County, VA","2019","4169","4048","121","2.9"
"CN5111700000000","51","117","Mecklenburg County, VA","2019","12613","12105","508","4"
"CN5111900000000","51","119","Middlesex County, VA","2019","5319","5181","138","2.6"
"CN5112100000000","51","121","Montgomery County, VA","2019","50364","48937","1427","2.8"
"CN5112500000000","51","125","Nelson County, VA","2019","7508","7300","208","2.8"
"CN5112700000000","51","127","New Kent County, VA","2019","12577","12277","300","2.4"
"CN5113100000000","51","131","Northampton County, VA","2019","5485","5241","244","4.4"
"CN5113300000000","51","133","Northumberland County, VA","2019","5704","5458","246","4.3"
"CN5113500000000","51","135","Nottoway County, VA","2019","7298","7095","203","2.8"
"CN5113700000000","51","137","Orange County, VA","2019","17480","16961","519","3"
"CN5113900000000","51","139","Page County, VA","2019","12065","11601","464","3.8"
"CN5114100000000","51","141","Patrick County, VA","2019","7342","7084","258","3.5"
"CN5114300000000","51","143","Pittsylvania County, VA","2019","30210","29191","1019","3.4"
"CN5114500000000","51","145","Powhatan County, VA","2019","14253","13892","361","2.5"
"CN5114700000000","51","147","Prince Edward County, VA","2019","10444","10051","393","3.8"
"CN5114900000000","51","149","Prince George County, VA","2019","15206","14695","511","3.4"
"CN5115300000000","51","153","Prince William County, VA","2019","247826","241558","6268","2.5"
"CN5115500000000","51","155","Pulaski County, VA","2019","16149","15594","555","3.4"
"CN5115700000000","51","157","Rappahannock County, VA","2019","3727","3633","94","2.5"
"CN5115900000000","51","159","Richmond County, VA","2019","4097","3976","121","3"
"CN5116100000000","51","161","Roanoke County, VA","2019","49611","48349","1262","2.5"
"CN5116300000000","51","163","Rockbridge County, VA","2019","10819","10523","296","2.7"
"CN5116500000000","51","165","Rockingham County, VA","2019","42151","41146","1005","2.4"
"CN5116700000000","51","167","Russell County, VA","2019","11227","10754","473","4.2"
"CN5116900000000","51","169","Scott County, VA","2019","9149","8863","286","3.1"
"CN5117100000000","51","171","Shenandoah County, VA","2019","22426","21863","563","2.5"
"CN5117300000000","51","173","Smyth County, VA","2019","13811","13296","515","3.7"
"CN5117500000000","51","175","Southampton County, VA","2019","9139","8895","244","2.7"
"CN5117700000000","51","177","Spotsylvania County, VA","2019","67663","65697","1966","2.9"
"CN5117900000000","51","179","Stafford County, VA","2019","72712","70711","2001","2.8"
"CN5118100000000","51","181","Surry County, VA","2019","3695","3568","127","3.4"
"CN5118300000000","51","183","Sussex County, VA","2019","3833","3660","173","4.5"
"CN5118500000000","51","185","Tazewell County, VA","2019","15748","15060","688","4.4"
"CN5118700000000","51","187","Warren County, VA","2019","20611","20032","579","2.8"
"CN5119100000000","51","191","Washington County, VA","2019","26806","25919","887","3.3"
"CN5119300000000","51","193","Westmoreland County, VA","2019","9538","9204","334","3.5"
"CN5119500000000","51","195","Wise County, VA","2019","13432","12809","623","4.6"
"CN5119700000000","51","197","Wythe County, VA","2019","13776","13282","494","3.6"
"CN5119900000000","51","199","York County, VA","2019","32989","32110","879","2.7"
"CN5151000000000","51","510","Alexandria city, VA","2019","102254","100093","2161","2.1"
"CN5152000000000","51","520","Bristol city, VA","2019","7218","6946","272","3.8"
"CN5153000000000","51","530","Buena Vista city, VA","2019","3436","3342","94","2.7"
"CN5154000000000","51","540","Charlottesville city, VA","2019","26642","26011","631","2.4"
"CN5155000000000","51","550","Chesapeake city, VA","2019","123523","119957","3566","2.9"
"CN5157000000000","51","570","Colonial Heights city, VA","2019","8877","8593","284","3.2"
"CN5158000000000","51","580","Covington city, VA","2019","2393","2293","100","4.2"
"CN5159000000000","51","590","Danville city, VA","2019","19226","18261","965","5"
"CN5159500000000","51","595","Emporia city, VA","2019","2303","2189","114","5"
"CN5160000000000","51","600","Fairfax city, VA","2019","13573","13284","289","2.1"
"CN5161000000000","51","610","Falls Church city, VA","2019","8676","8499","177","2"
"CN5162000000000","51","620","Franklin city, VA","2019","3598","3453","145","4"
"CN5163000000000","51","630","Fredericksburg city, VA","2019","14282","13803","479","3.4"
"CN5164000000000","51","640","Galax city, VA","2019","2932","2836","96","3.3"
"CN5165000000000","51","650","Hampton city, VA","2019","64807","62353","2454","3.8"
"CN5166000000000","51","660","Harrisonburg city, VA","2019","25153","24345","808","3.2"
"CN5167000000000","51","670","Hopewell city, VA","2019","9757","9341","416","4.3"
"CN5167800000000","51","678","Lexington city, VA","2019","2099","2001","98","4.7"
"CN5168000000000","51","680","Lynchburg city, VA","2019","36598","35238","1360","3.7"
"CN5168300000000","51","683","Manassas city, VA","2019","22253","21696","557","2.5"
"CN5168500000000","51","685","Manassas Park city, VA","2019","9462","9228","234","2.5"
"CN5169000000000","51","690","Martinsville city, VA","2019","5501","5274","227","4.1"
"CN5170000000000","51","700","Newport News city, VA","2019","89406","86310","3096","3.5"
"CN5171000000000","51","710","Norfolk city, VA","2019","112364","108487","3877","3.5"
"CN5172000000000","51","720","Norton city, VA","2019","1687","1625","62","3.7"
"CN5173000000000","51","730","Petersburg city, VA","2019","13129","12396","733","5.6"
"CN5173500000000","51","735","Poquoson city, VA","2019","6427","6271","156","2.4"
"CN5174000000000","51","740","Portsmouth city, VA","2019","44566","42831","1735","3.9"
"CN5175000000000","51","750","Radford city, VA","2019","8688","8377","311","3.6"
"CN5176000000000","51","760","Richmond city, VA","2019","119265","115360","3905","3.3"
"CN5177000000000","51","770","Roanoke city, VA","2019","49397","47900","1497","3"
"CN5177500000000","51","775","Salem city, VA","2019","13037","12677","360","2.8"
"CN5179000000000","51","790","Staunton city, VA","2019","12314","11986","328","2.7"
"CN5180000000000","51","800","Suffolk city, VA","2019","44928","43564","1364","3"
"CN5181000000000","51","810","Virginia Beach city, VA","2019","234597","228266","6331","2.7"
"CN5182000000000","51","820","Waynesboro city, VA","2019","10762","10451","311","2.9"
"CN5183000000000","51","830","Williamsburg city, VA","2019","6736","6475","261","3.9"
"CN5184000000000","51","840","Winchester city, VA","2019","14892","14480","412","2.8"
"CN5300100000000","53","1","Adams County, WA","2019","9870","9312","558","5.7"
"CN5300300000000","53","3","Asotin County, WA","2019","10400","9969","431","4.1"
"CN5300500000000","53","5","Benton County, WA","2019","103169","97773","5396","5.2"
"CN5300700000000","53","7","Chelan County, WA","2019","45113","42911","2202","4.9"
"CN5300900000000","53","9","Clallam County, WA","2019","28886","26980","1906","6.6"
"CN5301100000000","53","11","Clark County, WA","2019","241901","230422","11479","4.7"
"CN5301300000000","53","13","Columbia County, WA","2019","1848","1747","101","5.5"
"CN5301500000000","53","15","Cowlitz County, WA","2019","47949","45086","2863","6"
"CN5301700000000","53","17","Douglas County, WA","2019","21968","20731","1237","5.6"
"CN5301900000000","53","19","Ferry County, WA","2019","2499","2216","283","11.3"
"CN5302100000000","53","21","Franklin County, WA","2019","43132","40383","2749","6.4"
"CN5302300000000","53","23","Garfield County, WA","2019","918","868","50","5.4"
"CN5302500000000","53","25","Grant County, WA","2019","46990","43751","3239","6.9"
"CN5302700000000","53","27","Grays Harbor County, WA","2019","29008","26961","2047","7.1"
"CN5302900000000","53","29","Island County, WA","2019","36116","34294","1822","5"
"CN5303100000000","53","31","Jefferson County, WA","2019","12938","12209","729","5.6"
"CN5303300000000","53","33","King County, WA","2019","1290480","1254638","35842","2.8"
"CN5303500000000","53","35","Kitsap County, WA","2019","128764","122887","5877","4.6"
"CN5303700000000","53","37","Kittitas County, WA","2019","23177","21905","1272","5.5"
"CN5303900000000","53","39","Klickitat County, WA","2019","10314","9712","602","5.8"
"CN5304100000000","53","41","Lewis County, WA","2019","34996","32841","2155","6.2"
"CN5304300000000","53","43","Lincoln County, WA","2019","5031","4779","252","5"
"CN5304500000000","53","45","Mason County, WA","2019","25325","23733","1592","6.3"
"CN5304700000000","53","47","Okanogan County, WA","2019","20346","18964","1382","6.8"
"CN5304900000000","53","49","Pacific County, WA","2019","8603","8007","596","6.9"
"CN5305100000000","53","51","Pend Oreille County, WA","2019","5074","4674","400","7.9"
"CN5305300000000","53","53","Pierce County, WA","2019","442094","419394","22700","5.1"
"CN5305500000000","53","55","San Juan County, WA","2019","8674","8349","325","3.7"
"CN5305700000000","53","57","Skagit County, WA","2019","63069","59644","3425","5.4"
"CN5305900000000","53","59","Skamania County, WA","2019","5555","5252","303","5.5"
"CN5306100000000","53","61","Snohomish County, WA","2019","439464","426100","13364","3"
"CN5306300000000","53","63","Spokane County, WA","2019","255027","241655","13372","5.2"
"CN5306500000000","53","65","Stevens County, WA","2019","19062","17726","1336","7"
"CN5306700000000","53","67","Thurston County, WA","2019","142896","135982","6914","4.8"
"CN5306900000000","53","69","Wahkiakum County, WA","2019","1375","1283","92","6.7"
"CN5307100000000","53","71","Walla Walla County, WA","2019","30252","28760","1492","4.9"
"CN5307300000000","53","73","Whatcom County, WA","2019","115413","109672","5741","5"
"CN5307500000000","53","75","Whitman County, WA","2019","23996","22958","1038","4.3"
"CN5307700000000","53","77","Yakima County, WA","2019","132466","123185","9281","7"
"CN5400100000000","54","1","Barbour County, WV","2019","7189","6760","429","6"
"CN5400300000000","54","3","Berkeley County, WV","2019","58635","56569","2066","3.5"
"CN5400500000000","54","5","Boone County, WV","2019","7443","7036","407","5.5"
"CN5400700000000","54","7","Braxton County, WV","2019","5245","4857","388","7.4"
"CN5400900000000","54","9","Brooke County, WV","2019","10013","9488","525","5.2"
"CN5401100000000","54","11","Cabell County, WV","2019","41620","39889","1731","4.2"
"CN5401300000000","54","13","Calhoun County, WV","2019","2558","2226","332","13"
"CN5401500000000","54","15","Clay County, WV","2019","3148","2879","269","8.5"
"CN5401700000000","54","17","Doddridge County, WV","2019","4011","3834","177","4.4"
"CN5401900000000","54","19","Fayette County, WV","2019","16286","15363","923","5.7"
"CN5402100000000","54","21","Gilmer County, WV","2019","2384","2221","163","6.8"
"CN5402300000000","54","23","Grant County, WV","2019","5959","5632","327","5.5"
"CN5402500000000","54","25","Greenbrier County, WV","2019","16005","15266","739","4.6"
"CN5402700000000","54","27","Hampshire County, WV","2019","10799","10384","415","3.8"
"CN5402900000000","54","29","Hancock County, WV","2019","13094","12418","676","5.2"
"CN5403100000000","54","31","Hardy County, WV","2019","5804","5507","297","5.1"
"CN5403300000000","54","33","Harrison County, WV","2019","34765","33229","1536","4.4"
"CN5403500000000","54","35","Jackson County, WV","2019","13478","12808","670","5"
"CN5403700000000","54","37","Jefferson County, WV","2019","30464","29527","937","3.1"
"CN5403900000000","54","39","Kanawha County, WV","2019","82440","78647","3793","4.6"
"CN5404100000000","54","41","Lewis County, WV","2019","6851","6428","423","6.2"
"CN5404300000000","54","43","Lincoln County, WV","2019","7213","6757","456","6.3"
"CN5404500000000","54","45","Logan County, WV","2019","11157","10492","665","6"
"CN5404700000000","54","47","McDowell County, WV","2019","4451","4041","410","9.2"
"CN5404900000000","54","49","Marion County, WV","2019","25621","24324","1297","5.1"
"CN5405100000000","54","51","Marshall County, WV","2019","14268","13366","902","6.3"
"CN5405300000000","54","53","Mason County, WV","2019","10227","9615","612","6"
"CN5405500000000","54","55","Mercer County, WV","2019","21036","19843","1193","5.7"
"CN5405700000000","54","57","Mineral County, WV","2019","12701","11980","721","5.7"
"CN5405900000000","54","59","Mingo County, WV","2019","6894","6422","472","6.8"
"CN5406100000000","54","61","Monongalia County, WV","2019","54746","52749","1997","3.6"
"CN5406300000000","54","63","Monroe County, WV","2019","5979","5718","261","4.4"
"CN5406500000000","54","65","Morgan County, WV","2019","8191","7874","317","3.9"
"CN5406700000000","54","67","Nicholas County, WV","2019","9521","8920","601","6.3"
"CN5406900000000","54","69","Ohio County, WV","2019","21367","20407","960","4.5"
"CN5407100000000","54","71","Pendleton County, WV","2019","3701","3559","142","3.8"
"CN5407300000000","54","73","Pleasants County, WV","2019","2924","2724","200","6.8"
"CN5407500000000","54","75","Pocahontas County, WV","2019","3891","3670","221","5.7"
"CN5407700000000","54","77","Preston County, WV","2019","15617","14904","713","4.6"
"CN5407900000000","54","79","Putnam County, WV","2019","26795","25630","1165","4.3"
"CN5408100000000","54","81","Raleigh County, WV","2019","30525","29093","1432","4.7"
"CN5408300000000","54","83","Randolph County, WV","2019","12352","11617","735","6"
"CN5408500000000","54","85","Ritchie County, WV","2019","4405","4156","249","5.7"
"CN5408700000000","54","87","Roane County, WV","2019","5145","4654","491","9.5"
"CN5408900000000","54","89","Summers County, WV","2019","4340","4102","238","5.5"
"CN5409100000000","54","91","Taylor County, WV","2019","7920","7537","383","4.8"
"CN5409300000000","54","93","Tucker County, WV","2019","3361","3186","175","5.2"
"CN5409500000000","54","95","Tyler County, WV","2019","3145","2900","245","7.8"
"CN5409700000000","54","97","Upshur County, WV","2019","9613","9040","573","6"
"CN5409900000000","54","99","Wayne County, WV","2019","15838","14983","855","5.4"
"CN5410100000000","54","101","Webster County, WV","2019","3326","3116","210","6.3"
"CN5410300000000","54","103","Wetzel County, WV","2019","6656","6174","482","7.2"
"CN5410500000000","54","105","Wirt County, WV","2019","2303","2122","181","7.9"
"CN5410700000000","54","107","Wood County, WV","2019","36845","34970","1875","5.1"
"CN5410900000000","54","109","Wyoming County, WV","2019","6706","6240","466","6.9"
"CN5500100000000","55","1","Adams County, WI","2019","8153","7733","420","5.2"
"CN5500300000000","55","3","Ashland County, WI","2019","7915","7536","379","4.8"
"CN5500500000000","55","5","Barron County, WI","2019","24406","23428","978","4"
"CN5500700000000","55","7","Bayfield County, WI","2019","7591","7165","426","5.6"
"CN5500900000000","55","9","Brown County, WI","2019","141886","137489","4397","3.1"
"CN5501100000000","55","11","Buffalo County, WI","2019","6466","6194","272","4.2"
"CN5501300000000","55","13","Burnett County, WI","2019","7133","6752","381","5.3"
"CN5501500000000","55","15","Calumet County, WI","2019","27565","26791","774","2.8"
"CN5501700000000","55","17","Chippewa County, WI","2019","33181","31909","1272","3.8"
"CN5501900000000","55","19","Clark County, WI","2019","17737","17151","586","3.3"
"CN5502100000000","55","21","Columbia County, WI","2019","31587","30606","981","3.1"
"CN5502300000000","55","23","Crawford County, WI","2019","7622","7297","325","4.3"
"CN5502500000000","55","25","Dane County, WI","2019","321677","313824","7853","2.4"
"CN5502700000000","55","27","Dodge County, WI","2019","47544","46107","1437","3"
"CN5502900000000","55","29","Door County, WI","2019","15288","14706","582","3.8"
"CN5503100000000","55","31","Douglas County, WI","2019","23029","22058","971","4.2"
"CN5503300000000","55","33","Dunn County, WI","2019","24111","23257","854","3.5"
"CN5503500000000","55","35","Eau Claire County, WI","2019","58872","57071","1801","3.1"
"CN5503700000000","55","37","Florence County, WI","2019","2221","2115","106","4.8"
"CN5503900000000","55","39","Fond du Lac County, WI","2019","57386","55701","1685","2.9"
"CN5504100000000","55","41","Forest County, WI","2019","4012","3803","209","5.2"
"CN5504300000000","55","43","Grant County, WI","2019","27861","26962","899","3.2"
"CN5504500000000","55","45","Green County, WI","2019","21049","20441","608","2.9"
"CN5504700000000","55","47","Green Lake County, WI","2019","9456","9086","370","3.9"
"CN5504900000000","55","49","Iowa County, WI","2019","13731","13334","397","2.9"
"CN5505100000000","55","51","Iron County, WI","2019","2542","2388","154","6.1"
"CN5505300000000","55","53","Jackson County, WI","2019","10276","9876","400","3.9"
"CN5505500000000","55","55","Jefferson County, WI","2019","45857","44416","1441","3.1"
"CN5505700000000","55","57","Juneau County, WI","2019","13446","12999","447","3.3"
"CN5505900000000","55","59","Kenosha County, WI","2019","89403","85858","3545","4"
"CN5506100000000","55","61","Kewaunee County, WI","2019","11042","10686","356","3.2"
"CN5506300000000","55","63","La Crosse County, WI","2019","66318","64391","1927","2.9"
"CN5506500000000","55","65","Lafayette County, WI","2019","10099","9829","270","2.7"
"CN5506700000000","55","67","Langlade County, WI","2019","9321","8932","389","4.2"
"CN5506900000000","55","69","Lincoln County, WI","2019","15071","14509","562","3.7"
"CN5507100000000","55","71","Manitowoc County, WI","2019","40987","39589","1398","3.4"
"CN5507300000000","55","73","Marathon County, WI","2019","73551","71419","2132","2.9"
"CN5507500000000","55","75","Marinette County, WI","2019","19466","18573","893","4.6"
"CN5507700000000","55","77","Marquette County, WI","2019","7714","7409","305","4"
"CN5507800000000","55","78","Menominee County, WI","2019","1629","1498","131","8"
"CN5507900000000","55","79","Milwaukee County, WI","2019","466908","448251","18657","4"
"CN5508100000000","55","81","Monroe County, WI","2019","23377","22672","705","3"
"CN5508300000000","55","83","Oconto County, WI","2019","20575","19830","745","3.6"
"CN5508500000000","55","85","Oneida County, WI","2019","17846","17071","775","4.3"
"CN5508700000000","55","87","Outagamie County, WI","2019","103135","100059","3076","3"
"CN5508900000000","55","89","Ozaukee County, WI","2019","49030","47625","1405","2.9"
"CN5509100000000","55","91","Pepin County, WI","2019","4147","3991","156","3.8"
"CN5509300000000","55","93","Pierce County, WI","2019","25369","24504","865","3.4"
"CN5509500000000","55","95","Polk County, WI","2019","24519","23519","1000","4.1"
"CN5509700000000","55","97","Portage County, WI","2019","38592","37327","1265","3.3"
"CN5509900000000","55","99","Price County, WI","2019","6493","6207","286","4.4"
"CN5510100000000","55","101","Racine County, WI","2019","98585","94556","4029","4.1"
"CN5510300000000","55","103","Richland County, WI","2019","9219","8926","293","3.2"
"CN5510500000000","55","105","Rock County, WI","2019","85330","82147","3183","3.7"
"CN5510700000000","55","107","Rusk County, WI","2019","6723","6393","330","4.9"
"CN5510900000000","55","109","St. Croix County, WI","2019","50446","48754","1692","3.4"
"CN5511100000000","55","111","Sauk County, WI","2019","35576","34533","1043","2.9"
"CN5511300000000","55","113","Sawyer County, WI","2019","7962","7582","380","4.8"
"CN5511500000000","55","115","Shawano County, WI","2019","21024","20342","682","3.2"
"CN5511700000000","55","117","Sheboygan County, WI","2019","62144","60436","1708","2.7"
"CN5511900000000","55","119","Taylor County, WI","2019","10973","10566","407","3.7"
"CN5512100000000","55","121","Trempealeau County, WI","2019","15952","15374","578","3.6"
"CN5512300000000","55","123","Vernon County, WI","2019","15278","14772","506","3.3"
"CN5512500000000","55","125","Vilas County, WI","2019","10154","9721","433","4.3"
"CN5512700000000","55","127","Walworth County, WI","2019","57872","55975","1897","3.3"
"CN5512900000000","55","129","Washburn County, WI","2019","7858","7536","322","4.1"
"CN5513100000000","55","131","Washington County, WI","2019","77161","74950","2211","2.9"
"CN5513300000000","55","133","Waukesha County, WI","2019","224731","218151","6580","2.9"
"CN5513500000000","55","135","Waupaca County, WI","2019","25943","25093","850","3.3"
"CN5513700000000","55","137","Waushara County, WI","2019","11422","10955","467","4.1"
"CN5513900000000","55","139","Winnebago County, WI","2019","91474","88728","2746","3"
"CN5514100000000","55","141","Wood County, WI","2019","35136","33786","1350","3.8"
"CN5600100000000","56","1","Albany County, WY","2019","20216","19595","621","3.1"
"CN5600300000000","56","3","Big Horn County, WY","2019","5306","5083","223","4.2"
"CN5600500000000","56","5","Campbell County, WY","2019","23242","22389","853","3.7"
"CN5600700000000","56","7","Carbon County, WY","2019","7982","7720","262","3.3"
"CN5600900000000","56","9","Converse County, WY","2019","8694","8456","238","2.7"
"CN5601100000000","56","11","Crook County, WY","2019","3710","3593","117","3.2"
"CN5601300000000","56","13","Fremont County, WY","2019","18635","17811","824","4.4"
"CN5601500000000","56","15","Goshen County, WY","2019","6625","6387","238","3.6"
"CN5601700000000","56","17","Hot Springs County, WY","2019","2176","2099","77","3.5"
"CN5601900000000","56","19","Johnson County, WY","2019","4183","4032","151","3.6"
"CN5602100000000","56","21","Laramie County, WY","2019","48491","46813","1678","3.5"
"CN5602300000000","56","23","Lincoln County, WY","2019","8876","8581","295","3.3"
"CN5602500000000","56","25","Natrona County, WY","2019","39348","37804","1544","3.9"
"CN5602700000000","56","27","Niobrara County, WY","2019","1239","1205","34","2.7"
"CN5602900000000","56","29","Park County, WY","2019","15459","14839","620","4"
"CN5603100000000","56","31","Platte County, WY","2019","4660","4501","159","3.4"
"CN5603300000000","56","33","Sheridan County, WY","2019","15653","15111","542","3.5"
"CN5603500000000","56","35","Sublette County, WY","2019","4129","3947","182","4.4"
"CN5603700000000","56","37","Sweetwater County, WY","2019","21274","20446","828","3.9"
"CN5603900000000","56","39","Teton County, WY","2019","15575","15151","424","2.7"
"CN5604100000000","56","41","Uinta County, WY","2019","9035","8682","353","3.9"
"CN5604300000000","56","43","Washakie County, WY","2019","3941","3786","155","3.9"
"CN5604500000000","56","45","Weston County, WY","2019","3811","3701","110","2.9"
"CN7200100000000","72","1","Adjuntas Municipio, PR","2019","4115","3485","630","15.3"
"CN7200300000000","72","3","Aguada Municipio, PR","2019","11743","10553","1190","10.1"
"CN7200500000000","72","5","Aguadilla Municipio, PR","2019","14350","12881","1469","10.2"
"CN7200700000000","72","7","Aguas Buenas Municipio, PR","2019","6434","5846","588","9.1"
"CN7200900000000","72","9","Aibonito Municipio, PR","2019","6392","5722","670","10.5"
