laus_code	state_fips_code	county_fips_code	county_and_state	year	labor_force	employed	unemployed	unemployment_rate_pct
CN3705500000000	37	055	"Dare County, NC"	2019	20063	19116	947	4.7
CN3705700000000	37	057	"Davidson County, NC"	2019	81755	78747	3008	3.7
CN3705900000000	37	059	"Davie County, NC"	2019	20873	20161	712	3.4
CN3706100000000	37	061	"Duplin County, NC"	2019	25424	24394	1030	4.1
CN3706300000000	37	063	"Durham County, NC"	2019	172359	166460	5899	3.4
CN3706500000000	37	065	"Edgecombe County, NC"	2019	21439	20179	1260	5.9
CN3706700000000	37	067	"Forsyth County, NC"	2019	189793	182709	7084	3.7
CN3706900000000	37	069	"Franklin County, NC"	2019	31571	30309	1262	4
CN3707100000000	37	071	"Gaston County, NC"	2019	111967	107634	4333	3.9
CN3707300000000	37	073	"Gates County, NC"	2019	5363	5145	218	4.1
CN3707500000000	37	075	"Graham County, NC"	2019	3256	3080	176	5.4
CN3707700000000	37	077	"Granville County, NC"	2019	30243	29219	1024	3.4
CN3707900000000	37	079	"Greene County, NC"	2019	9577	9215	362	3.8
CN3708100000000	37	081	"Guilford County, NC"	2019	265349	254504	10845	4.1
CN3708300000000	37	083	"Halifax County, NC"	2019	20501	19326	1175	5.7
CN3708500000000	37	085	"Harnett County, NC"	2019	53705	51237	2468	4.6
CN3708700000000	37	087	"Haywood County, NC"	2019	30282	29255	1027	3.4
CN3708900000000	37	089	"Henderson County, NC"	2019	55704	53865	1839	3.3
CN3709100000000	37	091	"Hertford County, NC"	2019	9225	8746	479	5.2
CN3709300000000	37	093	"Hoke County, NC"	2019	20307	19304	1003	4.9
CN3709500000000	37	095	"Hyde County, NC"	2019	1977	1807	170	8.6
CN3709700000000	37	097	"Iredell County, NC"	2019	90208	86966	3242	3.6
CN3709900000000	37	099	"Jackson County, NC"	2019	19957	19130	827	4.1
CN3710100000000	37	101	"Johnston County, NC"	2019	99974	96347	3627	3.6
CN3710300000000	37	103	"Jones County, NC"	2019	4436	4264	172	3.9
CN3710500000000	37	105	"Lee County, NC"	2019	26174	24995	1179	4.5
CN3710700000000	37	107	"Lenoir County, NC"	2019	28078	27012	1066	3.8
CN3710900000000	37	109	"Lincoln County, NC"	2019	43826	42284	1542	3.5
CN3711100000000	37	111	"McDowell County, NC"	2019	20877	20075	802	3.8
CN3711300000000	37	113	"Macon County, NC"	2019	15637	15027	610	3.9
CN3711500000000	37	115	"Madison County, NC"	2019	10283	9909	374	3.6
CN3711700000000	37	117	"Martin County, NC"	2019	9093	8630	463	5.1
CN3711900000000	37	119	"Mecklenburg County, NC"	2019	626769	603983	22786	3.6
CN3712100000000	37	121	"Mitchell County, NC"	2019	6073	5792	281	4.6
CN3712300000000	37	123	"Montgomery County, NC"	2019	11606	11143	463	4
CN3712500000000	37	125	"Moore County, NC"	2019	42887	41263	1624	3.8
CN3712700000000	37	127	"Nash County, NC"	2019	43610	41511	2099	4.8
CN3712900000000	37	129	"New Hanover County, NC"	2019	125131	120673	4458	3.6
CN3713100000000	37	131	"Northampton County, NC"	2019	7792	7386	406	5.2
CN3713300000000	37	133	"Onslow County, NC"	2019	65413	62388	3025	4.6
CN3713500000000	37	135	"Orange County, NC"	2019	79385	76782	2603	3.3
CN3713700000000	37	137	"Pamlico County, NC"	2019	5391	5186	205	3.8
CN3713900000000	37	139	"Pasquotank County, NC"	2019	16794	16021	773	4.6
CN3714100000000	37	141	"Pender County, NC"	2019	29150	28001	1149	3.9
CN3714300000000	37	143	"Perquimans County, NC"	2019	4992	4741	251	5
CN3714500000000	37	145	"Person County, NC"	2019	18571	17790	781	4.2
CN3714700000000	37	147	"Pitt County, NC"	2019	90556	86710	3846	4.2
CN3714900000000	37	149	"Polk County, NC"	2019	9094	8748	346	3.8
CN3715100000000	37	151	"Randolph County, NC"	2019	66978	64451	2527	3.8
CN3715300000000	37	153	"Richmond County, NC"	2019	16727	15844	883	5.3
CN3715500000000	37	155	"Robeson County, NC"	2019	50481	47748	2733	5.4
CN3715700000000	37	157	"Rockingham County, NC"	2019	40573	38791	1782	4.4
CN3715900000000	37	159	"Rowan County, NC"	2019	66751	64079	2672	4
CN3716100000000	37	161	"Rutherford County, NC"	2019	25376	24131	1245	4.9
CN3716300000000	37	163	"Sampson County, NC"	2019	29437	28301	1136	3.9
CN3716500000000	37	165	"Scotland County, NC"	2019	11599	10832	767	6.6
CN3716700000000	37	167	"Stanly County, NC"	2019	30438	29309	1129	3.7
CN3716900000000	37	169	"Stokes County, NC"	2019	21936	21149	787	3.6
CN3717100000000	37	171	"Surry County, NC"	2019	34200	32947	1253	3.7
CN3717300000000	37	173	"Swain County, NC"	2019	7018	6737	281	4
CN3717500000000	37	175	"Transylvania County, NC"	2019	14747	14196	551	3.7
CN3717700000000	37	177	"Tyrrell County, NC"	2019	1484	1396	88	5.9
CN3717900000000	37	179	"Union County, NC"	2019	124843	120533	4310	3.5
CN3718100000000	37	181	"Vance County, NC"	2019	17501	16488	1013	5.8
CN3718300000000	37	183	"Wake County, NC"	2019	600826	580731	20095	3.3
CN3718500000000	37	185	"Warren County, NC"	2019	6638	6260	378	5.7
CN3718700000000	37	187	"Washington County, NC"	2019	4492	4229	263	5.9
CN3718900000000	37	189	"Watauga County, NC"	2019	29679	28640	1039	3.5
CN3719100000000	37	191	"Wayne County, NC"	2019	52394	50225	2169	4.1
CN3719300000000	37	193	"Wilkes County, NC"	2019	29489	28292	1197	4.1
CN3719500000000	37	195	"Wilson County, NC"	2019	35026	33002	2024	5.8
CN3719700000000	37	197	"Yadkin County, NC"	2019	17923	17307	616	3.4
CN3719900000000	37	199	"Yancey County, NC"	2019	8466	8148	318	3.8
CN3800100000000	38	001	"Adams County, ND"	2019	1046	1023	23	2.2
CN3800300000000	38	003	"Barnes County, ND"	2019	5143	4987	156	3
CN3800500000000	38	005	"Benson County, ND"	2019	2273	2177	96	4.2
CN3800700000000	38	007	"Billings County, ND"	2019	430	419	11	2.6
CN3800900000000	38	009	"Bottineau County, ND"	2019	2935	2838	97	3.3
CN3801100000000	38	011	"Bowman County, ND"	2019	1714	1686	28	1.6
CN3801300000000	38	013	"Burke County, ND"	2019	1053	1029	24	2.3
CN3801500000000	38	015	"Burleigh County, ND"	2019	49216	48036	1180	2.4
CN3801700000000	38	017	"Cass County, ND"	2019	102347	100269	2078	2
CN3801900000000	38	019	"Cavalier County, ND"	2019	1882	1830	52	2.8
CN3802100000000	38	021	"Dickey County, ND"	2019	2281	2238	43	1.9
CN3802300000000	38	023	"Divide County, ND"	2019	1439	1419	20	1.4
CN3802500000000	38	025	"Dunn County, ND"	2019	3153	3102	51	1.6
CN3802700000000	38	027	"Eddy County, ND"	2019	1213	1159	54	4.5
CN3802900000000	38	029	"Emmons County, ND"	2019	1428	1369	59	4.1
CN3803100000000	38	031	"Foster County, ND"	2019	1497	1456	41	2.7
CN3803300000000	38	033	"Golden Valley County, ND"	2019	830	815	15	1.8
CN3803500000000	38	035	"Grand Forks County, ND"	2019	37105	36332	773	2.1
CN3803700000000	38	037	"Grant County, ND"	2019	1179	1152	27	2.3
CN3803900000000	38	039	"Griggs County, ND"	2019	1013	988	25	2.5
CN3804100000000	38	041	"Hettinger County, ND"	2019	1361	1334	27	2
CN3804300000000	38	043	"Kidder County, ND"	2019	1247	1197	50	4
CN3804500000000	38	045	"LaMoure County, ND"	2019	2036	1993	43	2.1
CN3804700000000	38	047	"Logan County, ND"	2019	860	840	20	2.3
CN3804900000000	38	049	"McHenry County, ND"	2019	3030	2924	106	3.5
CN3805100000000	38	051	"McIntosh County, ND"	2019	1104	1071	33	3
CN3805300000000	38	053	"McKenzie County, ND"	2019	10298	10138	160	1.6
CN3805500000000	38	055	"McLean County, ND"	2019	4663	4516	147	3.2
CN3805700000000	38	057	"Mercer County, ND"	2019	3577	3427	150	4.2
CN3805900000000	38	059	"Morton County, ND"	2019	16191	15713	478	3
CN3806100000000	38	061	"Mountrail County, ND"	2019	7312	7211	101	1.4
CN3806300000000	38	063	"Nelson County, ND"	2019	1373	1330	43	3.1
CN3806500000000	38	065	"Oliver County, ND"	2019	861	829	32	3.7
CN3806700000000	38	067	"Pembina County, ND"	2019	3303	3189	114	3.5
CN3806900000000	38	069	"Pierce County, ND"	2019	1706	1651	55	3.2
CN3807100000000	38	071	"Ramsey County, ND"	2019	5551	5388	163	2.9
CN3807300000000	38	073	"Ransom County, ND"	2019	2789	2741	48	1.7
CN3807500000000	38	075	"Renville County, ND"	2019	1203	1173	30	2.5
CN3807700000000	38	077	"Richland County, ND"	2019	8530	8330	200	2.3
CN3807900000000	38	079	"Rolette County, ND"	2019	4568	4192	376	8.2
CN3808100000000	38	081	"Sargent County, ND"	2019	2634	2587	47	1.8
CN3808300000000	38	083	"Sheridan County, ND"	2019	671	642	29	4.3
CN3808500000000	38	085	"Sioux County, ND"	2019	1233	1185	48	3.9
CN3808700000000	38	087	"Slope County, ND"	2019	393	384	9	2.3
CN3808900000000	38	089	"Stark County, ND"	2019	18461	18087	374	2
CN3809100000000	38	091	"Steele County, ND"	2019	967	947	20	2.1
CN3809300000000	38	093	"Stutsman County, ND"	2019	10224	9989	235	2.3
CN3809500000000	38	095	"Towner County, ND"	2019	1121	1090	31	2.8
CN3809700000000	38	097	"Traill County, ND"	2019	4338	4224	114	2.6
CN3809900000000	38	099	"Walsh County, ND"	2019	5109	4942	167	3.3
CN3810100000000	38	101	"Ward County, ND"	2019	31394	30614	780	2.5
CN3810300000000	38	103	"Wells County, ND"	2019	1890	1832	58	3.1
CN3810500000000	38	105	"Williams County, ND"	2019	24427	23989	438	1.8
CN3900100000000	39	001	"Adams County, OH"	2019	10717	9984	733	6.8
CN3900300000000	39	003	"Allen County, OH"	2019	47866	45937	1929	4
CN3900500000000	39	005	"Ashland County, OH"	2019	26801	25687	1114	4.2
CN3900700000000	39	007	"Ashtabula County, OH"	2019	44459	42334	2125	4.8
CN3900900000000	39	009	"Athens County, OH"	2019	27694	26226	1468	5.3
CN3901100000000	39	011	"Auglaize County, OH"	2019	24980	24230	750	3
CN3901300000000	39	013	"Belmont County, OH"	2019	30153	28469	1684	5.6
CN3901500000000	39	015	"Brown County, OH"	2019	19594	18619	975	5
CN3901700000000	39	017	"Butler County, OH"	2019	195091	187729	7362	3.8
CN3901900000000	39	019	"Carroll County, OH"	2019	12959	12317	642	5
CN3902100000000	39	021	"Champaign County, OH"	2019	20033	19295	738	3.7
CN3902300000000	39	023	"Clark County, OH"	2019	63253	60520	2733	4.3
CN3902500000000	39	025	"Clermont County, OH"	2019	106832	102846	3986	3.7
CN3902700000000	39	027	"Clinton County, OH"	2019	17682	16849	833	4.7
CN3902900000000	39	029	"Columbiana County, OH"	2019	47395	45105	2290	4.8
CN3903100000000	39	031	"Coshocton County, OH"	2019	14377	13536	841	5.8
CN3903300000000	39	033	"Crawford County, OH"	2019	18208	17356	852	4.7
CN3903500000000	39	035	"Cuyahoga County, OH"	2019	614517	588912	25605	4.2
CN3903700000000	39	037	"Darke County, OH"	2019	25812	24863	949	3.7
CN3903900000000	39	039	"Defiance County, OH"	2019	18085	17322	763	4.2
CN3904100000000	39	041	"Delaware County, OH"	2019	110349	106887	3462	3.1
CN3904300000000	39	043	"Erie County, OH"	2019	37223	35383	1840	4.9
CN3904500000000	39	045	"Fairfield County, OH"	2019	78021	75118	2903	3.7
CN3904700000000	39	047	"Fayette County, OH"	2019	13869	13330	539	3.9
CN3904900000000	39	049	"Franklin County, OH"	2019	697639	673069	24570	3.5
CN3905100000000	39	051	"Fulton County, OH"	2019	22455	21526	929	4.1
CN3905300000000	39	053	"Gallia County, OH"	2019	12158	11496	662	5.4
CN3905500000000	39	055	"Geauga County, OH"	2019	49294	47586	1708	3.5
CN3905700000000	39	057	"Greene County, OH"	2019	83246	80130	3116	3.7
CN3905900000000	39	059	"Guernsey County, OH"	2019	18623	17607	1016	5.5
CN3906100000000	39	061	"Hamilton County, OH"	2019	416102	400359	15743	3.8
CN3906300000000	39	063	"Hancock County, OH"	2019	41849	40525	1324	3.2
CN3906500000000	39	065	"Hardin County, OH"	2019	13812	13232	580	4.2
CN3906700000000	39	067	"Harrison County, OH"	2019	6800	6443	357	5.3
CN3906900000000	39	069	"Henry County, OH"	2019	13265	12654	611	4.6
CN3907100000000	39	071	"Highland County, OH"	2019	17036	16155	881	5.2
CN3907300000000	39	073	"Hocking County, OH"	2019	13084	12484	600	4.6
CN3907500000000	39	075	"Holmes County, OH"	2019	20783	20160	623	3
CN3907700000000	39	077	"Huron County, OH"	2019	27985	26381	1604	5.7
CN3907900000000	39	079	"Jackson County, OH"	2019	12678	11891	787	6.2
CN3908100000000	39	081	"Jefferson County, OH"	2019	27729	26101	1628	5.9
CN3908300000000	39	083	"Knox County, OH"	2019	31550	30306	1244	3.9
CN3908500000000	39	085	"Lake County, OH"	2019	126718	122045	4673	3.7
CN3908700000000	39	087	"Lawrence County, OH"	2019	23780	22549	1231	5.2
CN3908900000000	39	089	"Licking County, OH"	2019	90521	87159	3362	3.7
CN3909100000000	39	091	"Logan County, OH"	2019	22865	22036	829	3.6
CN3909300000000	39	093	"Lorain County, OH"	2019	154180	147587	6593	4.3
CN3909500000000	39	095	"Lucas County, OH"	2019	210209	200417	9792	4.7
CN3909700000000	39	097	"Madison County, OH"	2019	20804	20091	713	3.4
CN3909900000000	39	099	"Mahoning County, OH"	2019	103081	97180	5901	5.7
CN3910100000000	39	101	"Marion County, OH"	2019	28444	27292	1152	4.1
CN3910300000000	39	103	"Medina County, OH"	2019	97857	94520	3337	3.4
CN3910500000000	39	105	"Meigs County, OH"	2019	9057	8428	629	6.9
CN3910700000000	39	107	"Mercer County, OH"	2019	23398	22787	611	2.6
CN3910900000000	39	109	"Miami County, OH"	2019	54117	52125	1992	3.7
CN3911100000000	39	111	"Monroe County, OH"	2019	5345	4903	442	8.3
CN3911300000000	39	113	"Montgomery County, OH"	2019	252534	241945	10589	4.2
CN3911500000000	39	115	"Morgan County, OH"	2019	6714	6280	434	6.5
CN3911700000000	39	117	"Morrow County, OH"	2019	16815	16124	691	4.1
CN3911900000000	39	119	"Muskingum County, OH"	2019	39532	37592	1940	4.9
CN3912100000000	39	121	"Noble County, OH"	2019	4699	4377	322	6.9
CN3912300000000	39	123	"Ottawa County, OH"	2019	21050	19862	1188	5.6
CN3912500000000	39	125	"Paulding County, OH"	2019	8628	8297	331	3.8
CN3912700000000	39	127	"Perry County, OH"	2019	15914	15087	827	5.2
CN3912900000000	39	129	"Pickaway County, OH"	2019	26460	25404	1056	4
CN3913100000000	39	131	"Pike County, OH"	2019	10824	10155	669	6.2
CN3913300000000	39	133	"Portage County, OH"	2019	87309	83621	3688	4.2
CN3913500000000	39	135	"Preble County, OH"	2019	21136	20342	794	3.8
CN3913700000000	39	137	"Putnam County, OH"	2019	18817	18235	582	3.1
CN3913900000000	39	139	"Richland County, OH"	2019	52246	49884	2362	4.5
CN3914100000000	39	141	"Ross County, OH"	2019	35318	33829	1489	4.2
CN3914300000000	39	143	"Sandusky County, OH"	2019	30506	29193	1313	4.3
CN3914500000000	39	145	"Scioto County, OH"	2019	28862	27056	1806	6.3
CN3914700000000	39	147	"Seneca County, OH"	2019	27313	26184	1129	4.1
CN3914900000000	39	149	"Shelby County, OH"	2019	24178	23325	853	3.5
CN3915100000000	39	151	"Stark County, OH"	2019	185736	177352	8384	4.5
CN3915300000000	39	153	"Summit County, OH"	2019	272341	260690	11651	4.3
CN3915500000000	39	155	"Trumbull County, OH"	2019	86758	81440	5318	6.1
CN3915700000000	39	157	"Tuscarawas County, OH"	2019	44840	42908	1932	4.3
CN3915900000000	39	159	"Union County, OH"	2019	28974	28041	933	3.2
CN3916100000000	39	161	"Van Wert County, OH"	2019	15054	14563	491	3.3
CN3916300000000	39	163	"Vinton County, OH"	2019	5560	5246	314	5.6
CN3916500000000	39	165	"Warren County, OH"	2019	119179	115000	4179	3.5
CN3916700000000	39	167	"Washington County, OH"	2019	27390	25918	1472	5.4
CN3916900000000	39	169	"Wayne County, OH"	2019	62073	60061	2012	3.2
CN3917100000000	39	171	"Williams County, OH"	2019	18992	18363	629	3.3
CN3917300000000	39	173	"Wood County, OH"	2019	71161	68553	2608	3.7
CN3917500000000	39	175	"Wyandot County, OH"	2019	12975	12569	406	3.1
CN4000100000000	40	001	"Adair County, OK"	2019	8061	7726	335	4.2
CN4000300000000	40	003	"Alfalfa County, OK"	2019	2819	2761	58	2.1
CN4000500000000	40	005	"Atoka County, OK"	2019	4920	4706	214	4.3
CN4000700000000	40	007	"Beaver County, OK"	2019	2876	2819	57	2
CN4000900000000	40	009	"Beckham County, OK"	2019	10494	10162	332	3.2
CN4001100000000	40	011	"Blaine County, OK"	2019	4750	4655	95	2
CN4001300000000	40	013	"Bryan County, OK"	2019	21334	20684	650	3
CN4001500000000	40	015	"Caddo County, OK"	2019	11768	11346	422	3.6
CN4001700000000	40	017	"Canadian County, OK"	2019	74245	72123	2122	2.9
CN4001900000000	40	019	"Carter County, OK"	2019	21512	20772	740	3.4
CN4002100000000	40	021	"Cherokee County, OK"	2019	18737	17989	748	4
CN4002300000000	40	023	"Choctaw County, OK"	2019	5428	5166	262	4.8
CN4002500000000	40	025	"Cimarron County, OK"	2019	1324	1301	23	1.7
CN4002700000000	40	027	"Cleveland County, OK"	2019	142822	138776	4046	2.8
CN4002900000000	40	029	"Coal County, OK"	2019	2480	2383	97	3.9
CN4003100000000	40	031	"Comanche County, OK"	2019	48157	46396	1761	3.7
CN4003300000000	40	033	"Cotton County, OK"	2019	2718	2632	86	3.2
CN4003500000000	40	035	"Craig County, OK"	2019	5926	5715	211	3.6
CN4003700000000	40	037	"Creek County, OK"	2019	31636	30465	1171	3.7
CN4003900000000	40	039	"Custer County, OK"	2019	15675	15279	396	2.5
CN4004100000000	40	041	"Delaware County, OK"	2019	17990	17304	686	3.8
CN4004300000000	40	043	"Dewey County, OK"	2019	2891	2829	62	2.1
CN4004500000000	40	045	"Ellis County, OK"	2019	2156	2102	54	2.5
CN4004700000000	40	047	"Garfield County, OK"	2019	27069	26255	814	3
CN4004900000000	40	049	"Garvin County, OK"	2019	12576	12174	402	3.2
CN4005100000000	40	051	"Grady County, OK"	2019	26474	25657	817	3.1
CN4005300000000	40	053	"Grant County, OK"	2019	2650	2594	56	2.1
CN4005500000000	40	055	"Greer County, OK"	2019	1836	1758	78	4.2
CN4005700000000	40	057	"Harmon County, OK"	2019	1174	1140	34	2.9
CN4005900000000	40	059	"Harper County, OK"	2019	1748	1697	51	2.9
CN4006100000000	40	061	"Haskell County, OK"	2019	4217	3994	223	5.3
CN4006300000000	40	063	"Hughes County, OK"	2019	5316	5057	259	4.9
CN4006500000000	40	065	"Jackson County, OK"	2019	10650	10337	313	2.9
CN4006700000000	40	067	"Jefferson County, OK"	2019	2506	2425	81	3.2
CN4006900000000	40	069	"Johnston County, OK"	2019	3755	3593	162	4.3
CN4007100000000	40	071	"Kay County, OK"	2019	18307	17526	781	4.3
CN4007300000000	40	073	"Kingfisher County, OK"	2019	9142	8955	187	2
CN4007500000000	40	075	"Kiowa County, OK"	2019	3453	3323	130	3.8
CN4007700000000	40	077	"Latimer County, OK"	2019	3135	2937	198	6.3
CN4007900000000	40	079	"Le Flore County, OK"	2019	19035	18141	894	4.7
CN4008100000000	40	081	"Lincoln County, OK"	2019	15776	15219	557	3.5
CN4008300000000	40	083	"Logan County, OK"	2019	22081	21445	636	2.9
CN4008500000000	40	085	"Love County, OK"	2019	6170	6030	140	2.3
CN4008700000000	40	087	"McClain County, OK"	2019	19628	19092	536	2.7
CN4008900000000	40	089	"McCurtain County, OK"	2019	14383	13570	813	5.7
CN4009100000000	40	091	"McIntosh County, OK"	2019	7067	6654	413	5.8
CN4009300000000	40	093	"Major County, OK"	2019	3871	3788	83	2.1
CN4009500000000	40	095	"Marshall County, OK"	2019	6880	6642	238	3.5
CN4009700000000	40	097	"Mayes County, OK"	2019	19411	18802	609	3.1
CN4009900000000	40	099	"Murray County, OK"	2019	6307	6117	190	3
CN4010100000000	40	101	"Muskogee County, OK"	2019	29568	28418	1150	3.9
CN4010300000000	40	103	"Noble County, OK"	2019	5669	5530	139	2.5
CN4010500000000	40	105	"Nowata County, OK"	2019	4593	4434	159	3.5
CN4010700000000	40	107	"Okfuskee County, OK"	2019	4614	4402	212	4.6
CN4010900000000	40	109	"Oklahoma County, OK"	2019	384731	372632	12099	3.1
CN4011100000000	40	111	"Okmulgee County, OK"	2019	15712	14943	769	4.9
CN4011300000000	40	113	"Osage County, OK"	2019	20704	19921	783	3.8
CN4011500000000	40	115	"Ottawa County, OK"	2019	14077	13599	478	3.4
CN4011700000000	40	117	"Pawnee County, OK"	2019	7363	7074	289	3.9
CN4011900000000	40	119	"Payne County, OK"	2019	37930	36836	1094	2.9
CN4012100000000	40	121	"Pittsburg County, OK"	2019	17129	16406	723	4.2
CN4012300000000	40	123	"Pontotoc County, OK"	2019	19044	18451	593	3.1
CN4012500000000	40	125	"Pottawatomie County, OK"	2019	32342	31169	1173	3.6
CN4012700000000	40	127	"Pushmataha County, OK"	2019	4278	4066	212	5
CN4012900000000	40	129	"Roger Mills County, OK"	2019	1878	1822	56	3
CN4013100000000	40	131	"Rogers County, OK"	2019	45151	43759	1392	3.1
CN4013300000000	40	133	"Seminole County, OK"	2019	9434	8979	455	4.8
CN4013500000000	40	135	"Sequoyah County, OK"	2019	16168	15502	666	4.1
CN4013700000000	40	137	"Stephens County, OK"	2019	18536	17737	799	4.3
CN4013900000000	40	139	"Texas County, OK"	2019	11189	10969	220	2
CN4014100000000	40	141	"Tillman County, OK"	2019	2989	2879	110	3.7
CN4014300000000	40	143	"Tulsa County, OK"	2019	323670	313397	10273	3.2
CN4014500000000	40	145	"Wagoner County, OK"	2019	37999	36806	1193	3.1
